ID_CLIENT,MOIS_RDV,AGE,CSP,SEGMENT_MARCHE,SEGMENT_COMPORTEMENTAL,SEXE,ANCIENNETE_ANNEES,REGION,ENCOURS_DAV_M6,ENCOURS_DAV_M3,ENCOURS_DAV_M1,ENCOURS_DAV_M,ENCOURS_DAV_P1,ENCOURS_DAV_P3,ENCOURS_DAV_P6,ENCOURS_EPARGNE_M6,ENCOURS_EPARGNE_M3,ENCOURS_EPARGNE_M1,ENCOURS_EPARGNE_M,ENCOURS_EPARGNE_P1,ENCOURS_EPARGNE_P3,ENCOURS_EPARGNE_P6,ENCOURS_CREDIT_M6,ENCOURS_CREDIT_M3,ENCOURS_CREDIT_M1,ENCOURS_CREDIT_M,ENCOURS_CREDIT_P1,ENCOURS_CREDIT_P3,ENCOURS_CREDIT_P6,FLUX_ENTRANTS_M6,FLUX_ENTRANTS_M3,FLUX_ENTRANTS_M1,FLUX_ENTRANTS_M,FLUX_ENTRANTS_P1,FLUX_ENTRANTS_P3,FLUX_ENTRANTS_P6,NB_PRODUITS_M6,NB_PRODUITS_M3,NB_PRODUITS_M1,NB_PRODUITS_M,NB_PRODUITS_P1,NB_PRODUITS_P3,NB_PRODUITS_P6,NB_CONNEXIONS_DIGITALES_M6,NB_CONNEXIONS_DIGITALES_M3,NB_CONNEXIONS_DIGITALES_M1,NB_CONNEXIONS_DIGITALES_M,NB_CONNEXIONS_DIGITALES_P1,NB_CONNEXIONS_DIGITALES_P3,NB_CONNEXIONS_DIGITALES_P6
B002067,2025-06,61,Retraité,Grand Public,Agence,M,36.7,Sud-Est,6666.7,6103.85,6702.13,6300.91,6350.43,6698.43,6155.32,6619.3,6563.18,6325.93,6577.5,6673.45,7112.18,7462.35,1399.7,1255.23,1365.17,1231.11,1446.75,1389.34,1169.89,4355.54,4063.88,4031.05,4414.52,4009.17,3681.7,3614.42,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
B002068,2025-12,45,Cadre,Intermédiaire,Mixte,M,4.3,Nord-Ouest,1938.7,2086.28,1990.81,1986.42,,,,6478.37,7200.71,7224.29,6635.93,,,,0.0,0.0,0.0,0.0,,,,2002.76,2181.68,2177.21,2111.29,,,,4.0,4.0,4.0,4.0,,,,6.0,6.0,6.0,6.0,,,
B002069,2025-03,40,Employé,Intermédiaire,Mixte,M,13.1,Nord-Ouest,3551.69,3859.21,3857.78,4371.81,4420.87,4300.79,4130.96,62261.96,64194.46,65261.69,67967.01,70273.18,74110.04,72328.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1764.94,1638.08,1589.63,1759.25,1799.4,1853.72,1841.47,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0,10.0,10.0,10.0,12.0,12.0,13.0
B002070,2025-06,38,Profession intermédiaire,Grand Public,Mixte,F,9.4,Sud-Est,728.9,747.91,755.39,684.72,692.35,580.97,658.89,2183.05,2401.38,2150.86,2275.02,2316.19,2218.39,2228.11,1473.75,1537.15,1588.76,1593.42,1451.99,1484.39,1505.78,1567.57,1534.48,1677.99,1345.13,1486.91,1584.55,1436.27,2.0,2.0,2.0,2.0,2.0,2.0,3.0,11.0,10.0,11.0,12.0,13.0,14.0,13.0
B002071,2025-11,38,Retraité,Intermédiaire,Agence,F,4.8,Île-de-France,4023.21,4004.52,3819.07,3825.65,4000.18,,,19080.13,18681.43,18760.7,20532.51,19273.81,,,3255.16,3349.99,3371.01,3418.23,3638.58,,,5743.18,5826.97,6059.52,6173.21,5358.95,,,4.0,4.0,4.0,4.0,4.0,,,3.0,3.0,3.0,3.0,3.0,,
B002072,2025-05,28,Cadre,Intermédiaire,Agence,M,13.2,Centre,8190.34,7166.94,8068.06,7755.67,7632.86,7027.76,7719.18,5773.72,6286.0,5956.42,6393.26,6038.8,6223.58,7283.26,464.45,441.64,469.28,476.02,474.33,440.2,442.45,1988.97,1954.16,1925.78,1922.82,1910.18,1992.65,2155.7,7.0,7.0,8.0,7.0,7.0,7.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
B002073,2025-03,36,Cadre,Grand Public,Digital,M,34.7,Nord-Est,4661.06,4865.18,5111.05,5352.42,4692.09,4973.48,4914.23,19651.19,19071.49,18278.95,18093.19,21008.4,21632.1,21198.82,865.19,855.16,908.52,902.78,903.78,854.77,912.37,3265.06,3206.32,3596.25,3405.43,3399.67,3354.31,3376.73,4.0,4.0,4.0,4.0,4.0,4.0,4.0,14.0,15.0,16.0,15.0,16.0,19.0,19.0
B002074,2025-11,63,Ouvrier,Grand Public,Digital,F,6.6,Nord-Est,5877.64,5617.24,5894.12,5834.8,5282.62,,,94474.28,92334.85,91091.86,92427.3,89640.94,,,9988.94,10211.54,10537.65,10993.7,10768.94,,,2634.22,2752.72,2395.39,2685.14,2393.96,,,3.0,3.0,3.0,3.0,3.0,,,23.0,24.0,26.0,25.0,27.0,,
B002075,2025-04,43,Cadre,Grand Public,Digital,F,43.8,Sud-Est,2051.23,2266.21,2251.89,2052.67,1996.16,1941.3,2029.05,4151.19,3987.14,4230.2,3966.92,3913.45,4259.41,4086.21,17990.85,18459.18,18127.2,16970.95,19427.0,18764.7,17008.07,1634.46,1549.34,1612.29,1619.18,1558.36,1659.93,1731.02,2.0,2.0,2.0,2.0,2.0,2.0,2.0,20.0,21.0,20.0,21.0,25.0,22.0,22.0
B002076,2025-06,53,Ouvrier,Intermédiaire,Digital,M,20.4,Centre,8243.43,9455.05,9861.83,10358.08,9520.66,10736.57,9884.29,18114.22,17014.48,17859.31,16883.0,17840.53,18079.41,17462.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1916.77,2129.93,1987.91,1952.44,2180.09,1923.81,1902.08,2.0,2.0,2.0,2.0,2.0,2.0,2.0,26.0,24.0,26.0,27.0,30.0,30.0,32.0
B002077,2025-12,18,Profession intermédiaire,Grand Public,Agence,F,24.7,Sud-Est,2247.49,2375.35,2284.12,2298.01,,,,3770.28,3933.21,3646.0,3726.11,,,,1883.43,1913.74,1836.83,1929.91,,,,3656.66,3884.91,3429.44,3393.9,,,,3.0,3.0,3.0,3.0,,,,2.0,2.0,2.0,2.0,,,
B002078,2025-02,52,Employé,Grand Public,Agence,F,24.6,Nord-Est,1645.35,1674.75,1844.79,1892.53,1860.27,1847.86,1985.71,23176.26,23029.86,21650.91,22107.65,24885.29,22794.8,26077.1,1039.15,1146.0,1118.81,1126.32,1094.55,1184.36,1062.46,2136.48,2074.74,2301.28,2203.51,2100.49,2082.95,2092.09,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0
B002079,2025-04,43,Retraité,Grand Public,Digital,M,16.5,Sud-Est,3049.92,3153.94,2752.87,2725.94,2824.68,2778.71,2917.87,6203.84,6320.76,5708.1,6238.51,5811.18,6486.23,6775.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1463.91,1656.85,1542.03,1759.75,1564.79,1698.06,1503.22,2.0,2.0,2.0,2.0,2.0,2.0,2.0,17.0,17.0,17.0,17.0,19.0,20.0,20.0
B002080,2025-01,39,Employé,Intermédiaire,Digital,M,10.3,Nord-Est,7688.9,6808.05,7204.53,6887.36,7027.39,7430.76,6959.93,31211.58,34283.64,28391.21,29167.98,30726.27,32502.74,34452.49,1805.55,1939.53,1971.65,1928.52,1803.47,1836.62,1644.59,1444.93,1422.58,1476.24,1306.62,,1516.05,1444.49,4.0,4.0,4.0,4.0,4.0,4.0,5.0,23.0,22.0,22.0,23.0,25.0,26.0,27.0
B002081,2025-04,47,Cadre,Intermédiaire,Mixte,F,5.4,Sud-Ouest,1711.97,1619.57,1558.03,1555.72,1649.73,1790.69,1768.58,9821.15,9477.68,9716.65,8848.43,9373.28,9680.92,9960.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2590.92,2809.91,2906.2,2674.24,2594.98,2758.35,2627.01,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,10.0,9.0,10.0,12.0,12.0,12.0
B002082,2025-03,39,Cadre,Grand Public,Agence,M,6.7,Sud-Est,984.42,1065.99,1065.94,1016.71,1005.83,981.85,1044.82,65180.81,71074.22,69654.7,64049.08,68802.19,77951.39,68818.24,14395.37,14254.5,13553.85,13625.0,14188.41,13544.65,13636.82,1413.66,1482.63,1668.66,1636.16,1368.86,1536.2,1563.82,3.0,3.0,3.0,3.0,3.0,4.0,,3.0,3.0,3.0,3.0,3.0,4.0,3.0
B002083,2025-09,20,Cadre,Patrimonial,Mixte,M,17.7,Sud-Ouest,6078.7,6767.35,6202.08,6592.93,5820.34,6497.63,,2409.53,2355.21,2610.43,2591.06,2624.47,2621.67,,5827.04,5256.77,5995.73,5741.67,5852.7,5967.65,,2996.44,3345.75,3289.19,3527.25,3476.75,3388.69,,2.0,2.0,2.0,2.0,2.0,2.0,,9.0,8.0,8.0,9.0,11.0,11.0,
B002084,2025-02,56,Cadre,Grand Public,Digital,F,10.5,Île-de-France,1160.03,1121.29,1161.32,1001.62,967.57,1070.5,979.52,12892.55,12649.23,13253.83,12098.39,12209.08,12770.57,13186.43,1306.53,1295.87,1370.85,1269.02,1382.74,1320.34,1316.5,7811.78,8072.67,7085.41,7301.0,7773.36,6937.59,7125.91,4.0,4.0,4.0,4.0,4.0,4.0,4.0,22.0,23.0,23.0,22.0,28.0,26.0,28.0
B002085,2025-09,48,Employé,Grand Public,Digital,M,7.2,Île-de-France,1040.56,943.4,953.61,949.08,939.27,963.61,,6814.08,7845.82,8198.4,8300.28,8113.44,7952.82,,1603.66,1523.03,1479.58,1543.54,1405.79,1431.43,,2524.18,2681.69,2479.38,2519.41,2684.39,2526.79,,5.0,7.0,6.0,6.0,6.0,6.0,,21.0,19.0,22.0,21.0,25.0,23.0,
B002086,2025-03,41,Profession intermédiaire,Grand Public,Mixte,M,15.0,Île-de-France,1542.64,1445.03,1657.59,1513.79,1570.42,1566.75,1690.0,6780.01,7099.69,7031.52,6604.89,7326.92,7417.38,8244.92,220.48,213.08,202.97,232.55,193.49,221.95,209.18,4721.52,5075.93,5354.16,5289.89,4900.03,4715.66,5222.31,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0
B002087,2025-04,33,Profession intermédiaire,Intermédiaire,Mixte,F,15.9,Île-de-France,6294.04,7458.15,7282.29,7577.51,7683.6,6947.28,7911.33,14737.96,16154.44,15534.04,15994.52,17380.91,17355.48,17670.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1319.72,1470.21,1500.2,1295.29,1551.22,1420.45,1713.87,2.0,2.0,2.0,2.0,2.0,2.0,2.0,12.0,12.0,12.0,13.0,15.0,14.0,16.0
B002088,2025-04,27,Cadre,Intermédiaire,Agence,F,19.5,Sud-Est,6754.68,7194.35,7327.86,7286.59,7161.04,6746.38,5822.09,10937.03,11327.3,11513.96,12038.67,11970.76,12306.32,12886.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2969.27,3041.11,2805.49,3016.34,3053.7,3144.44,2619.54,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0
B002089,2025-09,48,Sans activité,Grand Public,Agence,M,8.1,Nord-Ouest,2940.57,3135.09,2963.27,3040.16,2678.93,2849.27,,10041.14,9994.63,9827.21,10091.88,9747.73,9677.62,,0.0,0.0,0.0,0.0,0.0,0.0,,3856.01,3927.89,3612.8,3771.79,4215.26,4060.01,,3.0,3.0,3.0,3.0,3.0,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,
B002090,2025-05,64,Cadre,Intermédiaire,Digital,F,12.3,Nord-Ouest,5461.89,5554.09,5488.11,5847.61,5866.61,5953.32,6013.03,22511.81,25709.55,25735.22,23728.19,29283.82,26235.34,30297.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4264.8,4641.64,4255.18,4989.11,4683.68,4711.91,5133.22,5.0,5.0,5.0,5.0,5.0,6.0,6.0,22.0,24.0,25.0,24.0,29.0,29.0,32.0
B002091,2025-04,47,Profession intermédiaire,Intermédiaire,Digital,M,8.2,Nord-Ouest,17972.67,17505.69,18372.15,18377.33,19009.08,18399.5,17858.23,81645.91,83262.88,77196.25,81722.26,88046.26,92881.94,87521.85,6940.14,6829.74,7250.14,7454.12,7240.09,6833.49,7672.9,4330.32,4166.41,3939.28,4132.03,4197.03,4344.82,4129.78,3.0,3.0,3.0,3.0,3.0,4.0,3.0,24.0,25.0,24.0,23.0,26.0,29.0,31.0
B002092,2025-11,28,Employé,Patrimonial,Digital,F,6.0,Nord-Ouest,5317.34,5417.56,5662.89,5157.31,4929.61,,,1695.4,1638.09,1612.3,1417.88,1523.2,,,0.0,0.0,0.0,0.0,0.0,,,2806.72,2583.11,2746.51,2753.96,2593.89,,,3.0,3.0,3.0,3.0,3.0,,,21.0,17.0,18.0,21.0,22.0,,
B002093,2025-07,48,Cadre,Patrimonial,Digital,M,22.5,Centre,10910.22,11375.62,11780.7,11749.25,10384.84,10865.96,,204022.85,,190374.82,228059.39,217210.52,218178.9,,0.0,0.0,0.0,0.0,0.0,0.0,,3981.98,4158.03,4243.61,4730.98,4555.13,4539.71,,1.0,1.0,1.0,1.0,1.0,1.0,,18.0,20.0,19.0,18.0,22.0,23.0,
B002094,2025-03,44,Retraité,Intermédiaire,Digital,M,21.7,Île-de-France,2635.02,2975.59,2817.48,2613.33,2932.62,2544.12,2698.08,193969.88,155858.6,180731.25,186737.62,201391.22,186274.69,191100.01,1250.42,1385.58,1313.25,1452.05,1336.7,1294.89,1452.55,1343.78,1321.31,1216.18,1326.69,1353.15,1330.35,1395.71,3.0,3.0,3.0,3.0,3.0,3.0,3.0,16.0,17.0,17.0,17.0,18.0,22.0,21.0
B002095,2025-11,55,Cadre,Grand Public,Digital,F,4.4,Nord-Ouest,1161.85,1067.92,1031.33,1078.0,1033.13,,,1425.88,1344.28,1426.41,1550.53,1526.36,,,0.0,0.0,0.0,0.0,0.0,,,4337.01,4688.17,4654.98,4846.02,4602.23,,,5.0,5.0,5.0,5.0,5.0,,,16.0,18.0,17.0,15.0,20.0,,
B002096,2025-04,52,Ouvrier,Grand Public,Digital,F,13.5,Nord-Ouest,5712.9,6007.17,5670.88,5633.83,6099.72,5703.63,5474.96,8262.02,9418.6,9524.98,8570.8,8845.56,8759.87,8748.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1283.52,1412.97,1236.79,1263.9,,1357.29,1308.96,3.0,3.0,3.0,3.0,3.0,3.0,3.0,19.0,18.0,18.0,18.0,23.0,22.0,22.0
B002097,2025-01,18,Employé,Patrimonial,Agence,M,24.3,Île-de-France,5048.16,5196.25,5687.55,5313.83,5275.13,5192.24,5229.02,91994.02,87092.9,84223.04,85635.99,85384.36,96194.88,99590.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4338.98,4820.13,4643.85,4576.14,,4647.89,4870.34,5.0,7.0,6.0,5.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0
B002098,2025-06,52,Retraité,Intermédiaire,Digital,M,19.9,Nord-Ouest,7948.44,7119.28,7216.4,7105.92,7677.56,6940.71,6819.72,38660.89,38795.16,38046.87,38565.86,39442.91,39698.65,41000.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3971.71,4038.93,3765.38,3823.51,3859.37,3969.92,3591.39,2.0,2.0,2.0,2.0,2.0,2.0,2.0,28.0,24.0,24.0,26.0,26.0,28.0,29.0
B002099,2025-02,33,Employé,Grand Public,Agence,F,7.6,Nord-Ouest,1728.73,1693.31,1658.58,1522.65,1694.07,1723.45,1632.48,35279.54,35949.37,33516.58,35431.19,37467.06,38019.85,39942.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3177.03,3257.49,3299.08,3568.67,3460.5,3530.96,3455.77,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
B002100,2025-03,28,Ouvrier,Patrimonial,Digital,M,25.7,Nord-Est,18088.78,15901.11,16621.82,18843.55,17668.33,16369.5,19427.11,37815.7,36294.33,37395.18,37574.25,34091.31,37709.28,41365.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7247.62,7586.15,7456.33,6791.89,7413.58,7276.27,7696.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,28.0,32.0,29.0,29.0,34.0,36.0,38.0
B002101,2025-09,43,Profession intermédiaire,Patrimonial,Digital,F,24.3,Île-de-France,4327.11,4517.54,4170.95,4495.58,4333.95,4304.95,,3942.88,4028.31,4150.73,4239.62,3973.7,4223.47,,0.0,0.0,0.0,0.0,0.0,0.0,,4566.31,4546.36,4922.32,4950.36,4639.44,4586.62,,2.0,2.0,2.0,2.0,2.0,2.0,,21.0,22.0,21.0,22.0,24.0,26.0,
B002102,2025-02,50,Employé,Intermédiaire,Digital,M,15.6,Centre,9161.21,10030.76,10491.06,9915.41,9529.25,9460.86,10179.11,52547.16,54175.97,51450.08,51012.59,55885.17,58249.29,53692.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1133.45,1190.76,1237.57,1174.38,1153.99,1162.18,1114.51,4.0,4.0,4.0,4.0,4.0,4.0,4.0,24.0,23.0,23.0,24.0,25.0,28.0,27.0
B002103,2025-10,25,Ouvrier,Patrimonial,Digital,F,11.3,Sud-Est,13771.09,13338.02,12282.59,14928.13,13291.23,,,48360.46,45086.04,45539.0,47948.43,46403.73,,,4717.01,5044.93,4791.92,4795.11,4522.12,,,3504.97,3443.94,3382.13,3380.44,3525.9,,,3.0,3.0,3.0,3.0,3.0,,,20.0,21.0,22.0,22.0,25.0,,
B002104,2025-11,53,Employé,Grand Public,Digital,F,7.5,Sud-Ouest,689.76,719.8,772.14,723.08,714.37,,,32953.23,36104.15,34340.35,34612.69,36907.17,,,0.0,0.0,0.0,0.0,0.0,,,830.49,761.13,787.56,743.36,823.03,,,2.0,2.0,2.0,2.0,2.0,,,34.0,36.0,32.0,34.0,43.0,,
B002105,2025-07,54,Employé,Intermédiaire,Agence,M,13.1,Sud-Ouest,2854.2,3221.73,3107.45,3073.31,3251.38,3195.74,,2833.81,3172.8,3200.81,3127.95,3120.35,3802.76,,0.0,0.0,0.0,0.0,0.0,0.0,,2103.71,2170.89,2152.03,2068.23,2167.05,2274.46,,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,
B002106,2025-09,46,Cadre,Patrimonial,Agence,M,27.7,Sud-Est,20037.96,19351.17,19557.01,17698.2,18942.83,18342.76,,9272.29,8987.74,9660.98,9222.59,10464.9,9827.57,,991.94,1005.38,,989.14,982.75,960.92,,2319.24,2242.79,2378.56,2228.76,2135.48,2333.9,,3.0,3.0,3.0,3.0,3.0,3.0,,12.0,13.0,12.0,13.0,13.0,14.0,
B002107,2025-09,35,Profession intermédiaire,Grand Public,Digital,M,7.7,Centre,6638.51,6401.18,6836.96,6414.12,7034.44,5875.86,,6157.62,7255.42,7663.41,7152.85,7084.48,7084.78,,0.0,0.0,0.0,0.0,0.0,0.0,,2497.16,2881.29,2781.62,2854.54,2663.33,2653.84,,5.0,5.0,5.0,5.0,5.0,5.0,,19.0,21.0,21.0,21.0,23.0,26.0,
B002108,2025-12,33,Profession intermédiaire,Grand Public,Digital,F,29.0,Île-de-France,3455.91,3237.58,3226.36,3405.61,,,,22812.25,24454.99,26312.37,23330.1,,,,1019.86,1087.83,1128.12,1058.24,,,,1223.65,1289.34,1268.84,1352.04,,,,2.0,2.0,2.0,2.0,,,,20.0,18.0,20.0,19.0,,,
B002109,2025-04,57,Cadre,Intermédiaire,Digital,F,19.3,Sud-Ouest,3317.1,3490.35,3669.69,3315.65,3569.93,3591.63,3743.01,83145.14,74917.72,73333.17,83348.42,78074.9,79796.7,87225.79,15035.53,14576.57,14129.45,14264.63,15771.14,14333.97,15500.91,1558.81,1619.84,1534.52,1570.07,1656.5,1541.36,1696.47,4.0,4.0,4.0,4.0,4.0,4.0,4.0,11.0,10.0,11.0,11.0,12.0,14.0,13.0
B002110,2025-02,27,Profession intermédiaire,Grand Public,Mixte,F,13.1,Nord-Ouest,993.91,1041.52,901.44,1002.04,1033.98,866.41,970.93,2752.06,2933.93,2990.07,2846.43,2853.06,3139.36,3344.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2556.68,2472.37,2692.8,2540.94,2371.52,2462.46,2742.49,5.0,5.0,5.0,5.0,5.0,6.0,5.0,9.0,9.0,9.0,10.0,11.0,11.0,10.0
B002111,2025-06,58,Cadre,Grand Public,Digital,F,24.4,Nord-Est,3499.97,3745.82,3799.01,3855.55,4213.07,3548.7,3871.63,5596.95,5402.0,6052.22,5112.35,5940.71,6199.65,6943.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3507.23,3425.35,3646.2,3664.71,,3260.51,3587.18,3.0,3.0,3.0,3.0,3.0,3.0,3.0,22.0,22.0,23.0,21.0,26.0,26.0,29.0
B002112,2025-06,43,Employé,Grand Public,Digital,M,12.9,Centre,1644.09,1614.57,1717.2,1671.46,1647.83,1631.41,1825.89,135440.79,130883.03,112347.43,129456.7,143217.14,131752.23,143818.87,5176.23,5348.7,4899.3,5024.4,5335.89,5134.91,5406.57,2148.87,1953.97,2013.36,1732.42,2133.03,2007.92,2006.67,5.0,5.0,5.0,5.0,5.0,5.0,5.0,21.0,20.0,21.0,19.0,24.0,27.0,24.0
B002113,2025-02,44,Ouvrier,Grand Public,Agence,F,11.8,Sud-Ouest,1766.05,1806.05,1782.4,1753.83,1787.78,1685.97,1681.72,4433.01,4220.61,4430.39,4129.63,4400.21,4482.49,5035.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5767.07,6240.94,6462.45,6572.78,6318.93,6846.11,6729.63,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
B002114,2025-07,25,Employé,Grand Public,Agence,M,22.0,Sud-Ouest,1427.04,1472.11,1577.39,1446.18,1547.4,1408.86,,11710.65,12014.61,,11897.65,12986.96,13342.35,,1426.35,1511.24,1552.09,1414.84,1457.06,1409.57,,1612.18,1621.68,1528.38,1618.06,1647.25,1634.36,,3.0,3.0,3.0,3.0,3.0,3.0,,2.0,2.0,2.0,2.0,2.0,2.0,
B002115,2025-01,43,Ouvrier,Patrimonial,Mixte,F,1.5,Île-de-France,14981.45,17172.56,17953.46,16396.74,18120.8,15189.22,16593.9,17820.54,18647.2,21087.17,19399.56,19285.57,18744.29,23340.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3556.68,4150.43,3919.81,3830.81,3637.32,3875.93,4367.22,1.0,1.0,1.0,1.0,1.0,1.0,2.0,10.0,10.0,11.0,12.0,12.0,14.0,13.0
B002116,2025-11,52,Cadre,Intermédiaire,Digital,F,13.4,Sud-Est,15875.03,15174.06,15859.65,16232.91,15047.16,,,22943.61,22115.97,23994.36,22356.29,22649.99,,,0.0,0.0,0.0,0.0,0.0,,,2875.12,2590.09,2693.1,2620.71,2416.57,,,5.0,5.0,5.0,5.0,5.0,,,23.0,21.0,20.0,22.0,26.0,,
B002117,2025-03,29,Cadre,Intermédiaire,Digital,F,12.9,Sud-Est,7520.95,7021.19,7646.49,7067.84,6462.94,6743.0,6747.76,4654.77,4675.1,5172.05,4776.76,5001.01,5185.31,5437.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1695.42,1878.93,1935.47,1956.18,1856.44,1899.68,2000.36,3.0,3.0,3.0,3.0,3.0,3.0,3.0,28.0,26.0,23.0,27.0,28.0,29.0,30.0
B002118,2025-01,51,Ouvrier,Grand Public,Digital,F,9.2,Nord-Est,2663.33,2586.47,2490.97,2424.93,2445.35,2548.17,2497.74,3549.4,3290.03,3498.44,3733.39,3975.01,4005.24,3836.92,3420.08,2887.42,3309.07,3343.19,3195.64,3559.38,3346.04,3705.38,3781.41,4020.34,4112.75,3968.44,3707.95,4056.36,2.0,2.0,2.0,2.0,2.0,2.0,3.0,21.0,22.0,21.0,23.0,26.0,26.0,27.0
B002119,2025-02,46,Retraité,Grand Public,Mixte,F,11.6,Nord-Est,1274.8,1152.08,1280.69,1229.05,1184.01,1263.34,1321.42,4821.0,5522.7,5524.3,5942.8,6107.04,5364.4,6112.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1154.74,1217.88,1194.93,1383.43,1326.96,1310.09,1296.04,2.0,2.0,2.0,2.0,2.0,2.0,2.0,10.0,10.0,9.0,10.0,12.0,11.0,12.0
B002120,2025-03,37,Ouvrier,Grand Public,Mixte,F,30.9,Sud-Ouest,3282.72,3546.59,3523.52,3477.99,3160.62,3501.87,3105.09,4286.84,4327.84,4168.51,4022.53,3828.15,4344.86,4526.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,721.11,717.57,766.66,667.08,729.88,693.79,741.04,3.0,3.0,3.0,3.0,3.0,3.0,3.0,10.0,8.0,9.0,9.0,11.0,10.0,10.0
B002121,2025-03,55,Employé,Patrimonial,Digital,M,2.4,Sud-Est,31601.53,33753.13,31948.74,35305.46,32163.22,33342.25,35430.86,24125.77,25085.98,27154.14,25561.07,25036.69,28956.14,28512.56,6463.05,6707.99,6464.65,6609.03,7207.83,5928.6,7028.26,2697.26,2862.41,2776.44,2948.55,2681.87,3144.83,2629.06,1.0,1.0,1.0,1.0,1.0,2.0,1.0,25.0,25.0,27.0,25.0,27.0,29.0,32.0
B002122,2025-01,19,Ouvrier,Patrimonial,Agence,F,7.5,Sud-Ouest,14646.82,13164.81,13597.48,13379.33,13154.66,12984.92,13373.69,35429.92,38341.69,40066.37,35920.32,37518.09,45081.24,40020.19,2300.32,2261.87,2509.26,2479.57,2551.05,2449.71,2188.37,2134.41,2036.67,1961.47,2314.21,2146.39,2135.25,2322.56,6.0,6.0,6.0,6.0,6.0,7.0,6.0,7.0,7.0,6.0,7.0,8.0,9.0,9.0
B002123,2025-03,49,Ouvrier,Grand Public,Mixte,M,8.4,Centre,2795.2,2912.82,2578.42,2675.14,2747.71,2921.5,2716.13,52335.21,52240.33,51660.22,52610.08,53487.72,58155.51,57333.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3165.66,3438.83,3421.55,3279.0,3476.21,3609.52,4014.8,4.0,4.0,4.0,4.0,4.0,4.0,5.0,17.0,17.0,17.0,16.0,20.0,21.0,21.0
B002124,2025-03,64,Ouvrier,Patrimonial,Mixte,F,12.3,Nord-Ouest,7193.0,7802.68,7963.91,8914.88,7846.43,7011.91,8329.71,21536.48,20639.78,18940.46,21767.46,21286.25,22211.51,24838.52,242.39,262.25,257.9,272.96,260.12,259.85,244.98,1574.8,1637.35,1540.04,1647.64,1681.37,1600.84,1720.78,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6.0,5.0,6.0,6.0,7.0,7.0,8.0
B002125,2025-04,62,Ouvrier,Grand Public,Digital,M,11.2,Sud-Est,3590.11,3456.78,3502.75,3673.33,3573.7,3618.66,3306.11,3373.35,3271.43,3535.7,3318.83,3829.16,3518.4,3694.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2758.26,2694.47,2529.12,2530.36,2619.62,2676.1,2912.63,,2.0,2.0,2.0,2.0,2.0,2.0,21.0,20.0,20.0,19.0,23.0,24.0,24.0
B002126,2025-04,50,Cadre,Grand Public,Digital,F,14.6,Sud-Est,5279.63,5682.95,5638.22,5454.64,5291.2,5904.68,4755.27,8225.34,8052.83,8906.0,7872.94,9478.89,9354.31,9661.69,5158.77,5120.61,5375.21,5004.21,4955.86,5180.69,5241.84,2481.84,2478.49,2589.1,2342.6,2316.39,2737.91,2378.73,5.0,4.0,4.0,4.0,5.0,4.0,4.0,18.0,18.0,17.0,18.0,22.0,20.0,22.0
