ID_CLIENT,MOIS_RDV,AGE,CSP,SEGMENT_MARCHE,SEGMENT_COMPORTEMENTAL,SEXE,ANCIENNETE_ANNEES,REGION,ENCOURS_DAV_M6,ENCOURS_DAV_M3,ENCOURS_DAV_M1,ENCOURS_DAV_M,ENCOURS_DAV_P1,ENCOURS_DAV_P3,ENCOURS_DAV_P6,ENCOURS_EPARGNE_M6,ENCOURS_EPARGNE_M3,ENCOURS_EPARGNE_M1,ENCOURS_EPARGNE_M,ENCOURS_EPARGNE_P1,ENCOURS_EPARGNE_P3,ENCOURS_EPARGNE_P6,ENCOURS_CREDIT_M6,ENCOURS_CREDIT_M3,ENCOURS_CREDIT_M1,ENCOURS_CREDIT_M,ENCOURS_CREDIT_P1,ENCOURS_CREDIT_P3,ENCOURS_CREDIT_P6,FLUX_ENTRANTS_M6,FLUX_ENTRANTS_M3,FLUX_ENTRANTS_M1,FLUX_ENTRANTS_M,FLUX_ENTRANTS_P1,FLUX_ENTRANTS_P3,FLUX_ENTRANTS_P6,NB_PRODUITS_M6,NB_PRODUITS_M3,NB_PRODUITS_M1,NB_PRODUITS_M,NB_PRODUITS_P1,NB_PRODUITS_P3,NB_PRODUITS_P6,NB_CONNEXIONS_DIGITALES_M6,NB_CONNEXIONS_DIGITALES_M3,NB_CONNEXIONS_DIGITALES_M1,NB_CONNEXIONS_DIGITALES_M,NB_CONNEXIONS_DIGITALES_P1,NB_CONNEXIONS_DIGITALES_P3,NB_CONNEXIONS_DIGITALES_P6
T006898,2025-02,23,Retraité,Grand Public,Digital,F,6.1,Nord-Est,697.46,690.6,736.22,700.34,654.2,810.37,685.17,9902.47,10732.87,11302.75,11869.84,10945.3,10961.97,11211.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1960.58,2215.92,2368.21,2274.71,2261.77,2151.82,2302.55,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20.0,23.0,21.0,23.0,23.0,23.0,24.0
T006899,2025-01,40,Profession intermédiaire,Grand Public,Mixte,M,8.4,Centre,5959.2,7403.72,6772.42,7084.58,6855.24,6595.39,6764.49,3431.81,3306.05,3218.22,3099.82,3194.12,3456.71,3517.52,7787.73,7446.56,8113.57,7714.86,8105.53,7813.07,8101.06,902.61,895.67,915.98,883.48,904.99,879.66,941.41,3.0,3.0,3.0,3.0,3.0,3.0,3.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0
T006900,2025-11,86,Ouvrier,Grand Public,Digital,M,15.8,Île-de-France,3461.75,3902.47,3684.63,4268.75,3595.49,,,6012.48,6527.99,5684.86,6350.86,6703.24,,,0.0,0.0,0.0,0.0,0.0,,,1236.18,1208.75,1447.26,1434.76,1496.36,,,1.0,1.0,1.0,1.0,1.0,,,26.0,26.0,26.0,26.0,28.0,,
T006901,2025-10,42,Retraité,Grand Public,Agence,F,1.8,Île-de-France,5611.72,5817.83,5585.7,5472.0,5590.94,,,6634.84,6523.36,6041.46,6820.15,5759.32,,,0.0,0.0,0.0,0.0,0.0,,,2832.09,2939.85,2753.98,2872.48,2762.1,,,2.0,2.0,2.0,2.0,2.0,,,1.0,1.0,1.0,1.0,1.0,,
T006902,2025-03,57,Cadre,Grand Public,Digital,M,6.1,Sud-Est,1249.14,1261.84,1179.13,1429.8,1228.74,1428.1,1384.77,10139.33,9617.77,10262.22,10648.04,10500.13,9827.18,10914.33,36614.6,35405.29,32944.15,37070.82,35752.46,34921.96,38166.54,2333.23,2312.88,2506.3,2619.89,2220.3,2656.3,2545.09,6.0,6.0,7.0,6.0,6.0,6.0,7.0,35.0,42.0,38.0,45.0,43.0,42.0,44.0
T006903,2025-12,51,Retraité,Patrimonial,Mixte,M,22.5,Nord-Est,30204.08,33734.21,30027.86,33239.12,,,,215089.72,200618.11,211192.36,227160.38,,,,15236.17,14634.16,15818.11,14680.85,,,,3621.12,3507.72,3653.21,3266.91,,,,3.0,3.0,3.0,3.0,,,,8.0,7.0,9.0,8.0,,,
T006904,2025-05,43,Retraité,Grand Public,Agence,F,7.9,Sud-Est,1967.75,1976.7,1894.72,1707.73,1923.25,1992.52,1721.36,4484.05,4877.26,4904.56,4660.27,4463.6,4745.3,4847.35,3461.18,3256.17,3273.62,3102.06,3073.35,3328.83,3084.64,1553.3,1437.9,1400.69,1472.04,1384.83,1375.38,1302.78,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
T006905,2025-03,54,Profession intermédiaire,Intermédiaire,Digital,F,11.3,Sud-Ouest,7543.63,6994.09,8748.28,8269.21,8469.53,8746.46,8123.58,11138.06,12190.11,12433.13,12469.51,12279.62,13261.99,12624.72,452.71,417.32,423.24,420.73,439.63,449.91,403.34,3733.48,3368.54,3333.13,3190.17,3615.18,3537.27,3370.74,3.0,3.0,3.0,3.0,3.0,3.0,3.0,19.0,20.0,21.0,20.0,21.0,24.0,22.0
T006906,2025-02,45,Profession intermédiaire,Grand Public,Digital,F,7.4,Nord-Est,5135.28,5308.87,5466.22,5278.81,5152.71,5156.72,5319.11,21522.09,20922.16,21007.36,21472.11,22587.13,20382.57,20236.96,4875.97,4954.52,5074.85,5127.45,4888.38,4910.55,4755.42,2134.61,2121.87,2096.76,2068.79,2121.18,2127.37,2029.73,2.0,2.0,2.0,2.0,2.0,2.0,2.0,26.0,24.0,24.0,25.0,25.0,26.0,25.0
T006907,2025-09,66,Cadre,Grand Public,Digital,F,20.3,Nord-Est,10915.73,10703.34,10313.59,10226.64,9461.83,10264.21,,8294.11,8519.96,9885.86,8459.01,9609.51,9402.46,,0.0,0.0,0.0,0.0,0.0,0.0,,2455.09,2606.56,2362.56,2547.31,2497.65,2682.13,,4.0,4.0,4.0,4.0,4.0,5.0,,18.0,18.0,18.0,20.0,18.0,15.0,
T006908,2025-05,33,Profession intermédiaire,Intermédiaire,Mixte,F,11.4,Sud-Ouest,2322.12,2318.28,2433.82,2343.53,2681.3,2306.2,2573.11,18025.32,17417.86,17527.76,17555.27,17845.99,16993.92,18983.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1849.36,1982.26,1793.83,1917.87,1969.85,1973.99,1912.6,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0
T006909,2025-09,52,Profession intermédiaire,Grand Public,Mixte,F,18.4,Île-de-France,2093.6,2061.57,2157.39,2252.23,2037.02,2114.92,,5950.42,6645.6,7357.77,6646.54,6727.64,6541.95,,1031.23,1084.96,1171.78,924.93,1010.29,1059.52,,2773.88,2758.24,2717.54,2737.0,2706.44,2653.18,,2.0,2.0,2.0,2.0,2.0,2.0,,9.0,10.0,,9.0,9.0,9.0,
T006910,2025-03,61,Profession intermédiaire,Grand Public,Agence,F,4.3,Sud-Ouest,2937.83,2672.64,2850.45,2647.17,2584.81,2889.78,2507.05,13365.39,12841.97,11491.61,11866.8,10814.02,10494.7,11638.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2875.63,2931.25,2716.55,2970.98,,2970.91,2740.93,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
T006911,2025-10,38,Ouvrier,Patrimonial,Mixte,M,1.5,Île-de-France,7598.81,7659.6,7269.54,7068.51,7104.98,,,16038.49,17127.41,18200.06,18560.44,16769.1,,,9147.97,9307.62,8113.67,9120.39,8819.23,,,1687.9,1776.25,1705.87,1567.5,1567.98,,,2.0,2.0,2.0,2.0,2.0,,,9.0,8.0,8.0,8.0,8.0,,
T006912,2025-11,18,Employé,Intermédiaire,Digital,F,10.0,Sud-Est,3301.14,3616.97,3472.1,3191.21,3165.9,,,11806.02,10581.95,11131.47,11265.52,11829.93,,,1278.13,1067.74,1142.79,1182.15,1266.41,,,2744.26,2638.49,2591.3,2616.69,2372.08,,,4.0,4.0,4.0,4.0,4.0,,,18.0,19.0,18.0,18.0,17.0,,
T006913,2025-01,47,Employé,Intermédiaire,Digital,F,9.1,Sud-Ouest,5123.34,5309.91,5165.11,5551.65,5422.47,4984.7,5123.19,20329.4,19340.85,22123.83,21445.9,19770.41,21261.91,20265.89,33088.48,35403.16,33455.26,36233.04,38091.97,37937.62,39029.18,1503.59,1610.49,1529.19,1607.11,1672.12,1620.09,1538.56,2.0,2.0,2.0,2.0,2.0,2.0,2.0,24.0,24.0,26.0,26.0,22.0,26.0,28.0
T006914,2025-08,58,Retraité,Grand Public,Agence,M,11.3,Sud-Ouest,3598.76,3609.4,3612.75,3384.57,3502.67,3108.11,,29527.74,26861.26,31542.19,27865.41,27510.96,28409.7,,1327.63,1231.8,1347.62,1222.51,988.39,1276.76,,1337.09,1373.68,1453.28,1400.98,1328.68,1406.99,,2.0,2.0,2.0,2.0,2.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,
T006915,2025-02,62,Employé,Intermédiaire,Agence,M,16.6,Centre,5780.55,5370.27,5171.08,5323.06,5521.51,5924.63,6169.1,23528.11,23722.39,23408.95,22402.07,23607.93,22800.11,24367.74,34762.74,35567.6,,38051.35,37458.8,39077.82,39438.32,3514.75,3781.07,3686.56,4013.68,3827.26,3748.08,4289.41,6.0,6.0,6.0,6.0,6.0,6.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
T006916,2025-01,24,Profession intermédiaire,Grand Public,Digital,F,15.0,Île-de-France,2116.71,2398.97,2360.07,2519.36,2507.92,2410.43,2570.28,15309.3,18981.04,18267.27,17341.6,17522.12,18712.5,17362.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6508.06,6267.61,6595.42,6179.71,6299.5,6576.51,6231.76,2.0,2.0,2.0,2.0,2.0,2.0,2.0,26.0,27.0,29.0,27.0,27.0,30.0,27.0
T006917,2025-04,57,Ouvrier,Grand Public,Agence,M,10.8,Centre,8065.57,8069.24,7589.36,8476.68,8291.05,7832.54,8346.3,4854.84,4452.4,4458.9,4920.26,4795.12,4811.83,4807.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,916.16,929.87,878.64,962.34,1017.05,995.89,985.55,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T006918,2025-04,51,Ouvrier,Grand Public,Digital,M,7.5,Île-de-France,1945.49,1702.94,1765.07,1772.1,1570.9,1670.97,1618.16,5097.54,5103.5,4891.82,4920.32,4817.72,4661.95,4654.9,34641.56,33186.18,34688.68,33217.08,31491.98,31974.29,30686.95,1281.35,1420.74,1504.06,1429.07,1352.95,1416.97,1339.18,3.0,3.0,3.0,3.0,3.0,3.0,3.0,32.0,32.0,31.0,30.0,31.0,31.0,31.0
T006919,2025-06,74,Ouvrier,Intermédiaire,Mixte,M,9.6,Sud-Ouest,1036.98,1203.74,1086.98,978.55,1198.11,1164.68,1086.52,23003.84,21516.24,24334.45,23792.96,24829.54,23106.58,25581.51,7531.26,7872.38,7429.14,6632.73,7807.63,7438.51,7612.77,2921.9,3125.49,3140.33,2804.97,2872.97,3074.65,2723.14,4.0,4.0,4.0,4.0,3.0,4.0,4.0,19.0,20.0,20.0,19.0,20.0,19.0,21.0
T006920,2025-01,74,Profession intermédiaire,Grand Public,Mixte,M,9.6,Sud-Est,3343.71,3205.83,3259.37,3196.04,3464.92,3615.04,3707.29,13798.8,15516.23,15473.19,14231.83,14224.72,14574.66,16184.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1134.81,1047.99,1145.68,1271.01,1120.33,1221.64,1207.64,3.0,3.0,3.0,3.0,3.0,3.0,3.0,7.0,7.0,7.0,8.0,7.0,8.0,7.0
T006921,2025-06,28,Employé,Patrimonial,Mixte,F,8.8,Île-de-France,2791.07,2721.56,2618.95,2652.73,2789.11,2890.22,2308.5,3147.24,3060.29,3067.07,3024.73,3052.8,2908.82,2831.55,746.62,721.3,744.0,751.48,780.67,687.26,655.75,2844.9,2693.68,2836.91,2489.34,2788.92,2701.04,2729.03,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,11.0,10.0,9.0
T006922,2025-04,55,Retraité,Grand Public,Mixte,F,22.5,Sud-Ouest,1730.76,1657.44,1690.37,1609.97,1822.8,1638.28,1707.41,10324.59,11007.64,10392.83,11609.92,10565.16,10954.64,10777.28,10311.6,11164.05,10906.36,11698.04,11663.9,11625.86,11153.58,2728.96,3064.87,2669.85,2731.67,2509.08,2863.51,2748.45,3.0,3.0,3.0,3.0,3.0,3.0,3.0,10.0,10.0,11.0,9.0,10.0,11.0,11.0
T006923,2025-12,77,Cadre,Grand Public,Digital,M,22.2,Sud-Ouest,3250.25,3410.13,3265.97,3282.84,,,,9059.94,10383.19,9927.93,9601.29,,,,9126.69,9261.53,9763.46,9252.89,,,,2210.37,1956.15,2361.86,2081.58,,,,3.0,3.0,3.0,3.0,,,,11.0,13.0,11.0,13.0,,,
T006924,2025-06,32,Cadre,Patrimonial,Digital,M,13.0,Nord-Est,12890.21,12477.9,13481.09,12826.47,12433.3,13056.1,14186.22,38462.59,34146.82,35375.1,35894.06,,37648.83,44613.02,14208.65,15887.94,16496.02,16457.71,15406.6,16540.86,18329.84,5132.09,5137.38,5099.57,5601.27,5461.26,5605.5,4990.17,4.0,4.0,5.0,5.0,5.0,5.0,5.0,16.0,16.0,16.0,17.0,17.0,18.0,19.0
T006925,2025-04,37,Profession intermédiaire,Grand Public,Mixte,F,3.1,Nord-Ouest,2168.36,2006.35,2274.57,2184.64,2149.37,2320.0,2120.43,8046.17,8041.88,9165.49,8672.61,8511.83,8882.49,9889.36,4927.13,4642.44,4309.69,4853.58,4361.06,4443.1,4617.67,4626.76,4653.03,4080.07,4621.68,4444.78,4247.08,4353.95,3.0,3.0,3.0,3.0,3.0,3.0,3.0,14.0,14.0,14.0,14.0,16.0,14.0,15.0
T006926,2025-03,31,Retraité,Patrimonial,Mixte,F,6.0,Nord-Est,7050.2,7486.39,7223.24,7308.5,7839.52,6980.46,7354.75,12494.02,10918.24,11295.12,11308.72,12042.99,12014.34,11347.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2282.4,2237.19,2367.47,2596.88,2476.28,2517.8,2475.28,3.0,3.0,3.0,3.0,3.0,3.0,3.0,10.0,11.0,11.0,11.0,11.0,11.0,12.0
T006927,2025-08,53,Ouvrier,Grand Public,Mixte,F,11.5,Sud-Ouest,3903.76,4352.82,4370.85,4259.61,4656.87,4297.81,,17702.84,18449.81,20040.26,19701.17,19043.53,19116.88,,538.29,564.19,530.52,540.64,578.28,540.33,,960.83,936.09,883.3,974.1,1010.3,972.01,,6.0,6.0,6.0,6.0,7.0,6.0,,5.0,5.0,,5.0,5.0,6.0,
T006928,2025-02,90,Cadre,Grand Public,Mixte,F,19.8,Sud-Ouest,2784.02,2895.13,2875.63,2897.05,3081.25,2906.58,3028.36,7321.62,7566.85,8316.91,8114.29,8022.6,8397.52,7636.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2490.63,2714.38,2486.56,2467.7,2693.49,2965.53,2708.45,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T006929,2025-01,58,Ouvrier,Intermédiaire,Mixte,M,3.6,Nord-Ouest,2613.76,2862.03,2736.38,2773.45,2882.9,2672.45,3078.16,6208.9,5750.45,6528.35,5643.66,6245.86,6096.49,6440.27,1253.81,1282.27,1261.22,1305.33,1303.44,1220.21,1300.61,1309.72,1299.77,1254.2,1308.69,1388.12,1337.8,1481.87,4.0,4.0,4.0,4.0,4.0,4.0,4.0,11.0,10.0,10.0,10.0,10.0,11.0,11.0
T006930,2025-04,22,Sans activité,Intermédiaire,Digital,M,14.0,Centre,4078.86,4402.25,4147.38,4493.13,3802.9,4507.45,5053.03,11119.91,11550.24,11725.38,12901.49,12635.14,11820.55,13653.51,520.31,487.66,497.48,550.25,530.32,562.64,650.55,1480.09,1526.14,1393.53,1565.73,1747.59,1599.84,1694.89,2.0,2.0,2.0,2.0,2.0,2.0,2.0,21.0,24.0,21.0,23.0,24.0,26.0,24.0
T006931,2025-07,51,Employé,Grand Public,Mixte,M,21.1,Sud-Ouest,11640.58,10752.25,10496.93,10229.6,10832.5,10673.2,,39953.81,39843.31,41379.64,43803.57,41894.17,43989.92,,7835.81,7180.45,7984.54,7212.8,7615.18,7118.57,,1861.98,1764.57,1897.1,1989.85,1868.0,1817.03,,3.0,3.0,3.0,3.0,3.0,3.0,,8.0,10.0,9.0,9.0,10.0,9.0,
T006932,2025-10,58,Ouvrier,Grand Public,Agence,F,10.2,Centre,2272.91,2543.83,2349.0,2480.53,2497.81,,,1778.65,1683.64,1659.93,1719.75,1719.62,,,52915.77,51489.99,50918.88,54435.28,57986.22,,,1079.33,1022.64,1059.79,1153.5,1152.01,,,6.0,6.0,6.0,6.0,6.0,,,4.0,4.0,4.0,4.0,4.0,,
T006933,2025-11,55,Retraité,Grand Public,Agence,M,9.0,Nord-Est,1338.56,1490.96,1425.01,1503.11,1612.61,,,9643.63,10364.17,10729.76,9914.79,11481.79,,,30341.35,28241.81,31011.66,34511.33,30927.09,,,1320.32,1246.05,1314.07,1319.6,1247.24,,,4.0,4.0,4.0,4.0,4.0,,,4.0,4.0,4.0,4.0,4.0,,
T006934,2025-05,41,Cadre,Grand Public,Digital,F,9.9,Nord-Ouest,3698.0,3832.41,3651.07,4253.85,,3536.65,3726.41,479.71,551.89,477.68,453.32,508.57,474.68,517.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2119.11,2100.0,2128.04,1937.42,1908.77,1925.46,1897.03,5.0,5.0,5.0,5.0,5.0,6.0,5.0,20.0,19.0,19.0,22.0,19.0,20.0,19.0
T006935,2025-02,19,Retraité,Grand Public,Digital,F,22.3,Nord-Est,1060.21,997.89,1068.59,1071.78,1008.29,930.82,952.92,3333.82,3286.85,3428.26,3434.78,3622.47,3399.11,3320.93,532.02,492.9,520.38,529.59,507.61,447.92,538.36,1696.59,1717.69,1663.19,1714.32,1741.9,1901.53,1794.92,2.0,2.0,2.0,2.0,2.0,2.0,2.0,22.0,21.0,20.0,21.0,20.0,19.0,19.0
T006936,2025-12,45,Employé,Grand Public,Agence,M,15.0,Nord-Est,1450.28,1527.42,1608.66,1445.87,,,,4066.48,3877.53,4040.9,4118.47,,,,5321.97,5907.32,6009.29,5881.57,,,,4218.81,4032.31,4114.51,3906.06,,,,4.0,4.0,4.0,4.0,,,,3.0,3.0,3.0,3.0,,,
T006937,2025-12,62,Employé,Grand Public,Agence,M,13.0,Sud-Est,2209.29,2093.32,2329.95,2675.66,,,,1351.79,1369.49,1369.8,1449.27,,,,0.0,0.0,0.0,0.0,,,,2329.85,2589.4,2342.62,2580.51,,,,5.0,5.0,5.0,5.0,,,,2.0,2.0,2.0,2.0,,,
T006938,2025-04,65,Profession intermédiaire,Grand Public,Agence,M,13.0,Île-de-France,3439.83,3227.39,3385.54,3516.87,3373.56,3405.76,3971.56,9567.16,10943.25,10551.14,11032.96,10826.92,11009.95,11226.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1357.59,1441.59,1460.09,1358.89,1417.66,1580.25,1581.34,7.0,6.0,7.0,7.0,7.0,7.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
T006939,2025-08,48,Cadre,Grand Public,Digital,F,24.0,Nord-Est,2775.76,2729.22,2834.86,2863.21,2525.13,2655.53,,22538.14,24254.77,25489.81,22501.48,24322.95,24416.05,,76.64,71.49,74.37,71.61,81.57,74.72,,1399.89,1370.5,1359.0,1396.85,1384.0,1423.56,,5.0,5.0,5.0,5.0,5.0,,,22.0,25.0,25.0,24.0,23.0,25.0,
T006940,2025-10,43,Profession intermédiaire,Intermédiaire,Digital,F,17.4,Sud-Est,2242.86,2677.5,2287.45,2314.72,2373.17,,,4068.33,4202.18,4231.36,4094.0,4293.16,,,1292.95,1322.22,1369.62,1190.1,1385.2,,,2227.0,1945.45,2092.13,2044.21,2049.99,,,2.0,2.0,2.0,2.0,2.0,,,18.0,16.0,17.0,17.0,18.0,,
T006941,2025-06,75,Employé,Grand Public,Mixte,M,9.6,Centre,2574.65,2476.12,2482.41,2503.03,2546.57,2543.28,2554.98,7802.99,7750.98,8470.23,8148.32,7904.41,7111.12,7681.97,17025.32,16276.09,,17833.01,17893.96,18093.04,17479.75,1616.96,1765.24,1720.98,1812.42,1958.49,1795.46,1824.72,5.0,5.0,5.0,5.0,5.0,5.0,5.0,11.0,11.0,10.0,11.0,11.0,11.0,11.0
T006942,2025-05,44,Ouvrier,Grand Public,Agence,F,20.9,Centre,5637.84,5905.03,6368.69,5514.79,5985.89,6420.98,6195.77,1902.92,1785.09,2146.11,2093.61,2084.6,2304.95,1956.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2508.09,2469.28,2589.8,2535.43,2518.5,2654.95,2659.81,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
T006943,2025-07,55,Employé,Patrimonial,Mixte,F,8.2,Sud-Ouest,8152.22,9552.89,9874.01,9013.68,8591.4,8992.55,,32108.47,30057.94,30819.69,32350.4,32838.39,33368.46,,613.86,672.99,639.28,666.64,666.37,741.48,,2722.38,2515.77,2763.04,2794.33,2705.89,2500.05,,7.0,7.0,7.0,7.0,8.0,7.0,,11.0,10.0,10.0,10.0,9.0,11.0,
T006944,2025-05,53,Retraité,Grand Public,Agence,F,9.8,Centre,2120.19,2093.47,2290.54,2205.61,2375.96,2219.32,2419.21,5211.84,5460.46,5116.25,5395.4,5780.56,5605.28,5753.64,414.25,406.66,459.93,417.1,497.31,448.14,413.89,2188.89,2458.59,2150.12,2552.97,2356.65,2370.41,2478.32,5.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0
T006945,2025-03,54,Profession intermédiaire,Intermédiaire,Agence,F,16.6,Centre,5371.36,5143.03,5600.19,5163.81,5374.55,5395.73,4967.82,4339.05,4528.84,4275.28,4231.05,4291.0,4750.9,,504.75,498.88,516.13,554.88,521.94,502.39,541.06,3093.17,3170.89,3110.63,3149.56,3232.83,2669.54,2954.01,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
T006946,2025-02,22,Sans activité,Intermédiaire,Digital,F,10.1,Nord-Ouest,949.42,1059.9,952.93,933.45,1035.54,986.87,1178.95,46610.02,46556.09,45578.76,45258.12,47866.86,50805.06,48463.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3062.53,3024.27,3276.05,3214.43,3196.91,3305.4,3126.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,21.0,21.0,20.0,23.0,23.0,22.0,24.0
T006947,2025-06,68,Employé,Grand Public,Mixte,F,12.3,Centre,3426.34,3402.61,3546.92,3070.63,3943.93,3718.67,3469.93,2618.24,2828.73,2861.32,2528.63,3017.25,2899.42,2857.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3423.78,2927.02,3324.47,3448.63,3296.28,3477.3,3347.62,4.0,4.0,4.0,4.0,4.0,4.0,4.0,11.0,13.0,11.0,12.0,12.0,12.0,12.0
T006948,2025-01,68,Cadre,Patrimonial,Mixte,F,21.6,Sud-Ouest,23553.7,21103.03,22051.91,24737.57,24427.6,25099.01,24328.71,71289.12,82622.45,84475.51,71975.62,97125.01,79765.08,76218.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7344.46,7332.06,6872.18,7460.62,7405.33,7616.41,7342.02,5.0,5.0,5.0,5.0,5.0,5.0,5.0,11.0,12.0,12.0,11.0,13.0,12.0,13.0
T006949,2025-10,31,Employé,Grand Public,Digital,F,15.9,Sud-Ouest,3200.08,3172.75,2982.44,3129.88,3006.87,,,4331.52,4434.28,4351.59,4449.9,4062.22,,,7679.5,7000.34,7464.16,7704.99,7958.95,,,1370.4,1461.27,1229.15,1345.09,1254.69,,,4.0,4.0,4.0,4.0,4.0,,,17.0,18.0,17.0,16.0,17.0,,
T006950,2025-05,43,Employé,Patrimonial,Mixte,M,11.0,Sud-Ouest,3191.11,3435.46,3341.8,3414.57,3169.35,3669.46,3768.15,29581.96,28705.45,28387.94,27804.71,27534.75,27701.28,27481.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2107.56,1845.11,1843.07,2087.0,2050.87,2155.51,2156.09,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0
T006951,2025-09,18,Profession intermédiaire,Grand Public,Digital,F,7.6,Nord-Est,3194.79,3394.86,3327.24,3134.41,3153.39,3244.9,,57247.86,58160.78,62100.98,54457.42,54549.06,62714.7,,463.86,484.04,466.82,502.7,492.92,465.77,,1580.5,1543.08,1713.4,1631.54,1562.21,1613.34,,3.0,3.0,3.0,3.0,3.0,3.0,,20.0,20.0,20.0,23.0,23.0,21.0,
T006952,2025-05,47,Profession intermédiaire,Intermédiaire,Digital,F,7.6,Sud-Est,8499.89,7361.82,8096.59,7358.66,7797.69,7912.11,7655.41,5109.45,4980.39,5423.58,5331.61,5787.67,5440.44,5375.88,5754.43,5303.43,5450.38,5878.13,5545.09,5266.54,6072.76,2042.15,2142.43,2054.84,2040.27,2151.94,2319.57,2117.47,4.0,4.0,4.0,4.0,4.0,4.0,4.0,25.0,23.0,27.0,27.0,28.0,24.0,27.0
T006953,2025-02,33,Retraité,Grand Public,Agence,M,10.9,Sud-Est,1198.01,1143.42,1225.86,1214.07,1226.99,1274.15,1267.15,3847.15,3921.67,4096.11,3913.84,3999.99,4072.26,4406.03,1103.26,1200.34,1210.15,1115.76,1236.23,1151.2,1304.63,1196.82,1242.21,1228.92,1272.39,1172.51,1252.55,1260.24,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
T006954,2025-08,60,Employé,Grand Public,Digital,M,14.5,Sud-Est,2782.37,2679.23,3014.52,2966.24,3045.83,3166.36,,16900.07,16469.66,15740.31,15469.38,17267.73,17874.12,,0.0,0.0,0.0,0.0,0.0,0.0,,1203.52,1467.26,1417.24,1414.41,1531.64,1413.41,,3.0,3.0,3.0,3.0,3.0,3.0,,29.0,27.0,30.0,29.0,28.0,31.0,
T006955,2025-12,48,Employé,Grand Public,Digital,F,11.4,Nord-Ouest,4860.2,4847.38,4813.14,4973.53,,,,1670.74,1692.85,1653.34,1722.02,,,,0.0,0.0,0.0,0.0,,,,2359.48,2458.9,2483.21,2222.13,,,,2.0,2.0,2.0,2.0,,,,19.0,17.0,17.0,18.0,,,
T006956,2025-04,32,Cadre,Intermédiaire,Agence,F,31.1,Nord-Ouest,5391.57,5792.93,5448.68,5282.5,5934.7,5150.79,5863.48,7077.86,7984.74,6787.64,7290.68,7261.56,8047.8,7022.44,2295.52,2177.28,2194.62,2008.47,2318.08,2188.36,2442.58,2180.17,2365.89,2420.59,2634.87,,2537.85,2357.7,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
T006957,2025-12,73,Retraité,Grand Public,Agence,F,12.3,Île-de-France,1433.82,1418.14,1531.16,1590.28,,,,70872.81,83003.01,80415.24,85090.62,,,,4290.84,4336.26,4406.74,4226.96,,,,459.22,468.79,521.45,489.61,,,,5.0,5.0,5.0,5.0,,,,2.0,2.0,2.0,2.0,,,
